,RegionName,Date,HomePrice,SchoolRating,CrimeRate,DesirabilityScore
225,Kentucky,2015-05-01T00:00:00.000,110190.44945479331,4.940823968094264,3.2390643985419203,0.9308764374633456
2688,West Virginia,2019-06-01T00:00:00.000,113684.71169987618,6.818577174939492,2.1728432563791014,0.9308597336216972
1688,West Virginia,2017-10-01T00:00:00.000,107746.453454737,6.818577174939492,2.1728432563791014,0.9308163113588658
577,Oklahoma,2015-12-01T00:00:00.000,118655.61760628573,6.8855366267343925,4.403705953827461,0.9308130484612648
175,Kentucky,2015-04-01T00:00:00.000,109563.80160627216,4.940823968094264,3.2390643985419203,0.9307280958739316
377,Oklahoma,2015-08-01T00:00:00.000,118194.71773329176,6.8855366267343925,4.403705953827461,0.930714109079916
277,Oklahoma,2015-06-01T00:00:00.000,117695.06196159527,6.8855366267343925,4.403705953827461,0.9306652565060218
2538,West Virginia,2019-03-01T00:00:00.000,113223.56305876932,6.818577174939492,2.1728432563791014,0.9305749071525056
427,Oklahoma,2015-09-01T00:00:00.000,118674.10799731356,6.8855366267343925,4.403705953827461,0.930523387142014
2438,West Virginia,2019-01-01T00:00:00.000,112644.08577346693,6.818577174939492,2.1728432563791014,0.9304290922850352
2288,West Virginia,2018-10-01T00:00:00.000,111769.74770891137,6.818577174939492,2.1728432563791014,0.9303777270183552
2038,West Virginia,2018-05-01T00:00:00.000,111491.05677420174,6.818577174939492,2.1728432563791014,0.9303698902212448
1927,Oklahoma,2018-03-01T00:00:00.000,128006.34415927902,6.8855366267343925,4.403705953827461,0.9303680442294257
325,Kentucky,2015-07-01T00:00:00.000,111284.11122442417,4.940823968094264,3.2390643985419203,0.9303298187025216
1188,West Virginia,2016-12-01T00:00:00.000,106408.22850761736,6.818577174939492,2.1728432563791014,0.9303081293388402
527,Oklahoma,2015-11-01T00:00:00.000,118999.6220248458,6.8855366267343925,4.403705953827461,0.930256572480048
2577,Oklahoma,2019-04-01T00:00:00.000,133141.4861228404,6.8855366267343925,4.403705953827461,0.9302345811728492
2388,West Virginia,2018-12-01T00:00:00.000,112393.80542805752,6.818577174939492,2.1728432563791014,0.930144785129858
2788,West Virginia,2019-08-01T00:00:00.000,113907.45289533304,6.818577174939492,2.1728432563791014,0.9301443862906572
2088,West Virginia,2018-06-01T00:00:00.000,111729.04400938904,6.818577174939492,2.1728432563791014,0.9301183541148405
1938,West Virginia,2018-03-01T00:00:00.000,109774.78751469732,6.818577174939492,2.1728432563791014,0.9301045836189376
1977,Oklahoma,2018-04-01T00:00:00.000,128460.0711657692,6.8855366267343925,4.403705953827461,0.930090612895588
2427,Oklahoma,2019-01-01T00:00:00.000,131811.0349507158,6.8855366267343925,4.403705953827461,0.9300647421279752
25,Kentucky,2015-01-01T00:00:00.000,108688.10464730782,4.940823968094264,3.2390643985419203,0.93005372362025
2527,Oklahoma,2019-03-01T00:00:00.000,132640.21288120313,6.8855366267343925,4.403705953827461,0.9300429645161
2377,Oklahoma,2018-12-01T00:00:00.000,131297.12062068915,6.8855366267343925,4.403705953827461,0.9299573791416405
2738,West Virginia,2019-07-01T00:00:00.000,113871.96020533956,6.818577174939492,2.1728432563791014,0.9297904806123116
2238,West Virginia,2018-09-01T00:00:00.000,111628.70872970352,6.818577174939492,2.1728432563791014,0.9297736223218944
275,Kentucky,2015-06-01T00:00:00.000,110780.23131676584,4.940823968094264,3.2390643985419203,0.9297507526832818
1788,West Virginia,2017-12-01T00:00:00.000,108460.4326889491,6.818577174939492,2.1728432563791014,0.9296955542561792
2677,Oklahoma,2019-06-01T00:00:00.000,134087.24111101043,6.8855366267343925,4.403705953827461,0.9296660946389166
2327,Oklahoma,2018-11-01T00:00:00.000,130587.74677587302,6.8855366267343925,4.403705953827461,0.9296419450720228
2138,West Virginia,2018-07-01T00:00:00.000,111631.51360146872,6.818577174939492,2.1728432563791014,0.9296313048801624
86,Nebraska,2015-02-01T00:00:00.000,135881.50059900078,5.421543356991606,2.9055285540704743,0.9296199111375962
